cust_id,DOB,Gender,city_code,cluster,recency,frequency,monetary,R,F,M,Avg_M
273916,01-12-1975,F,9,4,411,5,9215.7,3,3,2,12421.787426829273
274740,01-12-1975,M,10,1,555,5,6246.56,2,3,2,12204.505801630432
272756,03-12-1975,F,9,4,703,7,27461.46,1,4,4,18241.637869565224
270835,05-12-1975,M,10,5,474,3,1637.61,3,2,1,8562.528684210523
273096,05-12-1975,F,5,5,215,4,11304.15,4,3,3,12006.586156914895
274410,05-12-1975,M,8,4,350,3,7417.86,4,2,2,8625.839160714288
267453,05-12-1975,M,6,0,516,3,6812.32,2,1,2,4827.6917469879545
273891,06-12-1975,M,5,2,836,3,15283.25,1,2,4,8349.663481675392
270279,07-12-1975,F,3,1,1056,4,7528.36,1,2,2,8349.663481675392
270632,08-12-1975,F,9,4,366,8,27560.91,4,4,4,19173.63854545453
271963,08-12-1975,F,1,1,768,1,7812.35,1,1,2,4086.0280243161073
271822,09-12-1975,M,9,1,673,9,28306.78,2,4,4,18373.700098684218
274366,12-12-1975,M,1,1,620,2,4163.64,2,1,1,4827.6917469879545
272822,13-12-1975,F,4,3,360,7,21722.09,4,4,4,19173.63854545453
269336,13-12-1975,F,5,0,581,2,5420.02,2,1,1,4827.6917469879545
270337,17-12-1975,F,9,5,609,5,13559.45,2,3,3,12204.505801630432
268078,19-12-1975,F,6,2,388,8,15208.11,3,4,4,18339.582083333327
271555,20-12-1975,F,2,1,422,4,8373.69,3,3,2,12421.787426829273
273128,22-12-1975,M,9,0,463,3,6353.75,3,2,2,8562.528684210523
270445,23-12-1975,M,2,3,324,4,13678.8,4,2,3,8625.839160714288
268884,24-12-1975,M,10,0,348,5,18577.26,4,3,4,12006.586156914895
267712,25-12-1975,M,2,1,563,2,1244.23,2,1,1,4827.6917469879545
272596,25-12-1975,M,5,5,276,3,4853.16,4,2,1,8625.839160714288
270234,26-12-1975,M,1,1,392,8,9896.38,3,4,3,18339.582083333327
272329,28-12-1975,M,8,5,582,2,1354.73,2,1,1,4827.6917469879545
272155,28-12-1975,M,6,4,714,3,5633.29,1,2,2,8349.663481675392
269639,02-01-1976,M,4,2,399,7,15258.95,3,4,4,18339.582083333327
267297,04-01-1976,M,2,2,62,3,10756.07,4,1,3,4952.719853801169
269149,05-01-1976,M,4,1,502,2,2690.68,2,1,1,4827.6917469879545
270709,05-01-1976,M,7,3,338,7,19848.01,4,4,4,19173.63854545453
274034,06-01-1976,F,8,1,827,5,2571.34,1,3,1,11626.62583333333
271947,06-01-1976,M,3,5,662,3,9003.54,2,2,2,8535.667553763442
271704,07-01-1976,F,5,5,708,3,8988.07,1,2,2,8349.663481675392
266805,07-01-1976,F,8,0,341,1,4623.32,4,1,1,4952.719853801169
272915,12-01-1976,F,7,5,315,6,13402.55,4,4,3,19173.63854545453
271087,12-01-1976,F,3,2,635,3,10002.46,2,2,3,8535.667553763442
274155,13-01-1976,M,9,3,502,6,21095.56,2,4,4,18373.700098684218
269996,16-01-1976,M,7,1,63,2,1464.12,4,1,1,4952.719853801169
274681,19-01-1976,F,9,1,393,4,6175.85,3,3,2,12421.787426829273
270005,24-01-1976,F,7,4,366,8,20029.23,4,4,4,19173.63854545453
269619,29-01-1976,M,6,1,411,1,905.0,3,1,1,5046.3047916666665
269550,01-02-1976,F,4,5,602,2,1416.61,2,1,1,4827.6917469879545
270627,01-02-1976,F,10,1,345,1,1406.66,4,1,1,4952.719853801169
269188,04-02-1976,F,2,1,62,6,16948.49,4,4,4,19173.63854545453
270536,07-02-1976,M,9,0,679,1,5077.48,2,1,1,4827.6917469879545
271062,10-02-1976,M,2,5,554,3,8231.15,2,2,2,8535.667553763442
272321,10-02-1976,M,5,1,422,2,5805.67,3,1,2,5046.3047916666665
271051,13-02-1976,F,3,3,345,8,27876.94,4,4,4,19173.63854545453
272905,17-02-1976,F,5,1,570,1,709.41,2,1,1,4827.6917469879545
268579,20-02-1976,F,8,4,750,6,19632.53,1,4,4,18241.637869565224
271250,20-02-1976,M,4,0,289,5,10296.39,4,3,3,12006.586156914895
270368,21-02-1976,M,4,3,324,2,3106.16,4,1,1,4952.719853801169
267745,21-02-1976,F,10,1,352,4,8192.47,4,2,2,8625.839160714288
273824,25-02-1976,F,10,1,379,4,6931.66,3,3,2,12421.787426829273
272284,25-02-1976,F,5,1,946,1,912.73,1,1,1,4086.0280243161073
267522,28-02-1976,M,3,4,2,7,22621.56,4,4,4,19173.63854545453
273889,01-03-1976,F,10,4,419,5,15106.45,3,3,3,12421.787426829273
272344,02-03-1976,F,9,1,557,2,4048.72,2,1,1,4827.6917469879545
268110,06-03-1976,M,2,1,1309,2,5536.05,1,1,1,4086.0280243161073
270125,07-03-1976,F,4,1,475,3,5193.5,3,2,1,8562.528684210523
273027,09-03-1976,M,7,4,378,3,7752.68,3,2,2,8562.528684210523
269076,09-03-1976,F,4,1,360,4,7927.27,4,2,2,8625.839160714288
271501,10-03-1976,F,8,2,464,4,10496.4,3,3,3,12421.787426829273
271145,15-03-1976,M,8,1,562,7,23002.78,2,4,4,18373.700098684218
270755,16-03-1976,F,5,2,348,2,6613.42,4,1,2,4952.719853801169
268388,17-03-1976,M,8,1,1216,2,2207.79,1,1,1,4086.0280243161073
271424,17-03-1976,F,9,1,368,4,9657.7,3,3,2,12421.787426829273
271173,18-03-1976,M,7,5,766,2,7550.47,1,1,2,4086.0280243161073
275024,20-03-1976,F,2,1,492,3,9484.22,2,2,2,8535.667553763442
268975,21-03-1976,F,6,0,526,3,10940.6,2,2,3,8535.667553763442
270741,25-03-1976,F,9,1,362,4,9133.93,4,3,2,12006.586156914895
272642,29-03-1976,F,5,4,524,6,9430.07,2,4,2,18373.700098684218
271018,03-04-1976,M,6,1,373,3,10247.77,3,2,3,8562.528684210523
269498,05-04-1976,F,7,5,634,6,8664.31,2,4,2,18373.700098684218
273548,12-04-1976,M,7,2,516,4,22575.15,2,3,4,12204.505801630432
271098,14-04-1976,F,4,1,720,5,6029.98,1,3,2,11626.62583333333
274437,14-04-1976,M,6,2,370,6,5525.0,3,4,1,18339.582083333327
269474,15-04-1976,M,2,5,373,5,13331.83,3,3,3,12421.787426829273
273236,17-04-1976,F,3,5,491,3,4615.59,2,2,1,8535.667553763442
270418,18-04-1976,F,10,1,345,2,3392.35,4,1,1,4952.719853801169
273037,18-04-1976,F,7,2,841,3,5821.14,1,2,2,8349.663481675392
268302,25-04-1976,M,5,1,468,5,14846.78,3,3,3,12421.787426829273
271747,26-04-1976,F,3,4,1114,7,9047.74,1,4,2,18241.637869565224
273928,27-04-1976,M,1,1,124,5,12688.71,4,3,3,12006.586156914895
271988,28-04-1976,F,2,0,351,8,24174.08,4,4,4,19173.63854545453
268958,02-05-1976,F,5,4,508,5,6126.12,2,3,2,12204.505801630432
270399,02-05-1976,M,8,5,311,7,19241.37,4,4,4,19173.63854545453
267828,07-05-1976,M,3,1,309,2,1339.26,4,1,1,4952.719853801169
266917,07-05-1976,F,8,4,341,4,15231.32,4,2,4,8625.839160714288
270020,08-05-1976,M,9,1,312,7,16904.29,4,4,4,19173.63854545453
268797,09-05-1976,F,8,1,1027,1,3259.75,1,1,1,4086.0280243161073
269773,11-05-1976,F,10,5,365,3,13732.94,4,2,3,8625.839160714288
266894,11-05-1976,F,3,1,397,2,11503.05,3,1,3,5046.3047916666665
270750,14-05-1976,F,10,1,749,1,169.06,1,1,1,4086.0280243161073
272726,14-05-1976,M,4,5,457,7,16864.51,3,4,4,18339.582083333327
272682,16-05-1976,M,7,1,701,3,5038.8,1,2,1,8349.663481675392
272864,17-05-1976,M,6,2,343,7,21972.93,4,4,4,19173.63854545453
267662,19-05-1976,F,8,2,92,6,15612.54,4,4,4,19173.63854545453
269677,20-05-1976,M,5,4,383,6,17100.98,3,4,4,18339.582083333327
274566,24-05-1976,F,1,3,397,5,11375.98,3,3,3,12421.787426829273
270937,27-05-1976,F,3,1,434,3,5665.34,3,2,2,8562.528684210523
271803,28-05-1976,F,7,2,796,2,5559.26,1,1,1,4086.0280243161073
272924,29-05-1976,M,9,2,317,6,11276.52,4,4,3,19173.63854545453
273239,02-06-1976,M,4,0,1243,2,5958.16,1,1,2,4086.0280243161073
269476,03-06-1976,M,1,2,317,4,7607.93,4,2,2,8625.839160714288
272593,04-06-1976,F,9,2,555,5,13330.72,2,3,3,12204.505801630432
268947,05-06-1976,F,10,5,961,2,9623.44,1,1,2,4086.0280243161073
270505,06-06-1976,M,7,1,1153,1,232.05,1,1,1,4086.0280243161073
267441,08-06-1976,M,10,1,391,1,2373.54,3,1,1,5046.3047916666665
268752,09-06-1976,M,4,2,419,2,3635.45,3,1,1,5046.3047916666665
273172,09-06-1976,F,5,2,589,4,13773.83,2,3,3,12204.505801630432
267231,10-06-1976,F,1,5,485,7,17941.88,2,4,4,18373.700098684218
269927,11-06-1976,F,10,2,318,6,25868.05,4,4,4,19173.63854545453
270622,13-06-1976,F,5,1,1253,1,5994.62,1,1,2,4086.0280243161073
274852,15-06-1976,F,4,2,880,5,6831.11,1,3,2,11626.62583333333
274747,16-06-1976,F,3,2,313,9,32775.4,4,4,4,19173.63854545453
272219,19-06-1976,M,3,2,699,3,3715.01,1,2,1,8349.663481675392
271020,20-06-1976,M,8,0,473,5,12236.77,3,3,3,12421.787426829273
273092,22-06-1976,F,6,1,541,2,7447.7,2,1,2,4827.6917469879545
275020,23-06-1976,M,2,3,317,5,15624.7,4,3,4,12006.586156914895
274970,23-06-1976,F,8,1,407,3,3551.47,3,2,1,8562.528684210523
273213,24-06-1976,F,2,3,404,7,20063.49,3,4,4,18339.582083333327
275022,25-06-1976,F,2,1,311,4,7421.18,4,3,2,12006.586156914895
266829,25-06-1976,F,4,1,545,3,9171.5,2,1,2,4827.6917469879545
273486,28-06-1976,F,10,5,216,5,10906.35,4,3,3,12006.586156914895
270654,29-06-1976,F,1,1,684,3,4696.25,1,2,1,8349.663481675392
269136,01-07-1976,M,4,3,287,9,27261.46,4,4,4,19173.63854545453
271275,01-07-1976,M,8,2,500,8,27176.37,2,4,4,18373.700098684218
271131,02-07-1976,F,9,2,802,5,19018.15,1,3,4,11626.62583333333
268995,04-07-1976,M,1,3,62,7,12737.33,4,4,3,19173.63854545453
272545,07-07-1976,M,6,5,638,3,8772.59,2,2,2,8535.667553763442
267970,12-07-1976,M,2,4,434,5,18032.49,3,3,4,12421.787426829273
268026,14-07-1976,F,5,1,647,4,6599.06,2,2,2,8535.667553763442
267687,17-07-1976,M,7,1,490,2,2545.92,2,1,1,4827.6917469879545
274954,19-07-1976,M,3,1,860,2,2756.98,1,1,1,4086.0280243161073
271510,20-07-1976,M,1,1,508,5,6982.49,2,3,2,12204.505801630432
274460,20-07-1976,M,1,2,379,3,7413.44,3,2,2,8562.528684210523
267661,20-07-1976,M,8,1,305,6,10830.1,4,4,3,19173.63854545453
270360,22-07-1976,F,7,3,63,8,20192.77,4,4,4,19173.63854545453
268665,26-07-1976,M,8,0,945,4,16425.82,1,2,4,8349.663481675392
269392,02-08-1976,M,2,3,307,7,15846.81,4,4,4,19173.63854545453
273845,03-08-1976,M,6,0,983,2,5013.39,1,1,1,4086.0280243161073
266942,03-08-1976,M,4,0,412,4,18215.92,3,2,4,8562.528684210523
272145,09-08-1976,F,9,3,291,6,24111.1,4,4,4,19173.63854545453
273344,09-08-1976,F,9,1,724,1,3916.12,1,1,1,4086.0280243161073
274035,09-08-1976,M,9,4,899,7,40355.71,1,4,4,18241.637869565224
268458,10-08-1976,M,1,5,632,5,11528.47,2,3,3,12204.505801630432
271982,10-08-1976,M,8,0,430,5,12566.06,3,3,3,12421.787426829273
273760,11-08-1976,M,9,1,620,4,10587.0,2,3,3,12204.505801630432
274539,12-08-1976,F,7,5,456,3,3461.97,3,2,1,8562.528684210523
267025,12-08-1976,F,8,2,1,8,24703.38,4,4,4,19173.63854545453
268005,13-08-1976,F,4,2,1248,3,8209.05,1,2,2,8349.663481675392
269600,14-08-1976,F,5,1,660,5,15960.62,2,3,4,12204.505801630432
272739,15-08-1976,M,4,1,516,6,14558.37,2,4,3,18373.700098684218
270590,17-08-1976,M,3,2,382,7,15683.27,3,4,4,18339.582083333327
271512,17-08-1976,F,5,2,547,8,27640.47,2,4,4,18373.700098684218
269982,17-08-1976,F,1,2,350,4,16881.08,4,2,4,8625.839160714288
267985,19-08-1976,F,7,4,351,6,29217.31,4,4,4,19173.63854545453
269213,20-08-1976,M,3,1,32,5,15019.16,4,3,3,12006.586156914895
271932,20-08-1976,F,6,1,885,1,779.02,1,1,1,4086.0280243161073
270735,20-08-1976,M,6,3,456,4,11024.58,3,3,3,12421.787426829273
267597,22-08-1976,M,10,5,627,3,9154.92,2,2,2,8535.667553763442
274558,22-08-1976,F,6,5,820,3,4236.57,1,2,1,8349.663481675392
271470,24-08-1976,F,3,3,314,4,7089.68,4,3,2,12006.586156914895
271582,24-08-1976,M,6,1,384,3,5621.13,3,2,2,8562.528684210523
269001,28-08-1976,M,1,5,582,7,13398.12,2,4,3,18373.700098684218
269211,28-08-1976,F,6,5,717,4,18846.88,1,2,4,8349.663481675392
271213,28-08-1976,M,4,3,633,3,8086.39,2,2,2,8535.667553763442
267996,02-09-1976,M,8,1,542,2,5190.19,2,1,1,4827.6917469879545
270581,04-09-1976,M,4,2,574,9,21610.49,2,4,4,18373.700098684218
271762,06-09-1976,M,4,0,356,6,26672.49,4,4,4,19173.63854545453
268068,08-09-1976,F,9,2,492,6,17333.03,2,4,4,18373.700098684218
270565,14-09-1976,M,1,2,365,5,11061.05,4,3,3,12006.586156914895
270777,15-09-1976,F,5,1,859,2,7201.28,1,1,2,4086.0280243161073
272353,16-09-1976,M,6,1,460,4,8895.25,3,3,2,12421.787426829273
274116,18-09-1976,F,6,3,817,2,7243.27,1,1,2,4086.0280243161073
274548,20-09-1976,F,9,2,429,4,6326.12,3,3,2,12421.787426829273
268043,20-09-1976,F,10,3,823,5,12518.55,1,3,3,11626.62583333333
273935,22-09-1976,F,1,4,502,7,26129.94,2,4,4,18373.700098684218
267398,22-09-1976,M,4,0,813,4,13153.92,1,2,3,8349.663481675392
266918,23-09-1976,M,2,4,304,4,12337.33,4,2,3,8625.839160714288
272697,23-09-1976,M,5,1,730,3,2576.86,1,2,1,8349.663481675392
270971,24-09-1976,F,5,2,831,4,7375.88,1,3,2,11626.62583333333
273107,24-09-1976,F,5,1,1303,2,5443.23,1,1,1,4086.0280243161073
271168,25-09-1976,M,4,4,637,6,12322.96,2,4,3,18373.700098684218
272857,25-09-1976,M,3,1,403,7,13787.08,3,4,3,18339.582083333327
273828,29-09-1976,M,3,1,925,6,15974.99,1,4,4,18241.637869565224
272476,06-10-1976,F,7,3,441,4,11131.77,3,3,3,12421.787426829273
274477,07-10-1976,F,7,1,288,2,3064.16,4,1,1,4952.719853801169
275030,08-10-1976,M,3,4,849,7,25777.44,1,4,4,18241.637869565224
273355,09-10-1976,F,7,3,277,8,8970.39,4,4,2,19173.63854545453
269532,09-10-1976,F,9,5,466,3,11637.86,3,2,3,8562.528684210523
268933,10-10-1976,F,10,1,433,4,16768.38,3,2,4,8562.528684210523
267844,10-10-1976,F,10,1,352,4,7917.33,4,2,2,8625.839160714288
271185,12-10-1976,F,5,1,446,4,11738.42,3,3,3,12421.787426829273
274429,14-10-1976,M,4,1,458,4,7245.48,3,3,2,12421.787426829273
268961,14-10-1976,M,3,4,810,3,12109.69,1,2,3,8349.663481675392
268367,16-10-1976,M,10,3,796,4,7401.29,1,2,2,8349.663481675392
269517,17-10-1976,F,4,0,701,3,13768.3,1,2,3,8349.663481675392
273473,19-10-1976,M,6,2,524,3,4593.48,2,2,1,8535.667553763442
272639,20-10-1976,F,3,1,617,5,16937.44,2,3,4,12204.505801630432
274582,20-10-1976,M,1,1,1236,5,7113.99,1,3,2,11626.62583333333
274066,26-10-1976,M,8,5,579,5,21266.83,2,3,4,12204.505801630432
270447,27-10-1976,F,10,5,277,8,26272.48,4,4,4,19173.63854545453
273444,28-10-1976,M,5,1,653,4,14686.56,2,3,3,12204.505801630432
270984,28-10-1976,F,2,1,992,2,9769.31,1,1,3,4086.0280243161073
272896,01-11-1976,M,4,0,527,7,6992.44,2,4,2,18373.700098684218
275184,01-11-1976,M,5,5,552,3,10751.65,2,2,3,8535.667553763442
273862,02-11-1976,F,9,2,406,7,20076.74,3,4,4,18339.582083333327
271541,03-11-1976,M,7,1,463,5,18688.87,3,3,4,12421.787426829273
270018,03-11-1976,M,6,0,92,6,24127.67,4,4,4,19173.63854545453
270844,04-11-1976,F,2,1,1188,1,2496.2,1,1,1,4086.0280243161073
275163,05-11-1976,M,6,4,63,6,6985.81,4,4,2,19173.63854545453
271052,06-11-1976,F,9,3,1289,1,4431.05,1,1,1,4086.0280243161073
274969,06-11-1976,F,3,2,390,3,5827.77,3,2,2,8562.528684210523
269087,06-11-1976,M,3,2,389,5,12342.85,3,3,3,12421.787426829273
274801,08-11-1976,F,5,3,577,4,17495.47,2,3,4,12204.505801630432
269932,09-11-1976,F,8,5,62,7,25210.58,4,4,4,19173.63854545453
271695,11-11-1976,F,6,1,518,1,523.77,2,1,1,4827.6917469879545
272096,12-11-1976,F,10,1,540,2,922.67,2,1,1,4827.6917469879545
274484,13-11-1976,F,9,3,698,3,5645.45,1,2,2,8349.663481675392
269432,16-11-1976,F,3,2,734,3,4779.12,1,2,1,8349.663481675392
271597,23-11-1976,M,3,5,954,2,4495.14,1,1,1,4086.0280243161073
272676,23-11-1976,M,2,1,518,5,7416.76,2,3,2,12204.505801630432
272137,24-11-1976,F,8,1,31,5,4427.73,4,3,1,12006.586156914895
267699,24-11-1976,F,5,5,489,4,10829.0,2,2,3,8535.667553763442
272768,26-11-1976,F,2,1,416,4,7092.99,3,3,2,12421.787426829273
267419,28-11-1976,F,10,5,491,9,42951.35,2,4,4,18373.700098684218
275160,04-12-1976,M,7,2,484,3,13877.69,2,2,3,8535.667553763442
269433,07-12-1976,F,10,5,541,3,5206.76,2,2,1,8535.667553763442
274171,08-12-1976,F,2,2,478,4,6841.06,3,3,2,12421.787426829273
273331,08-12-1976,F,5,1,323,4,14255.6,4,3,3,12006.586156914895
274769,10-12-1976,F,3,1,431,2,6400.16,3,1,2,5046.3047916666665
268523,10-12-1976,F,4,5,463,6,25048.14,3,4,4,18339.582083333327
274519,10-12-1976,F,1,2,421,5,14738.49,3,3,3,12421.787426829273
273488,11-12-1976,M,3,1,1171,1,1509.43,1,1,1,4086.0280243161073
271410,16-12-1976,F,2,2,519,5,7413.44,2,3,2,12204.505801630432
269440,17-12-1976,F,5,3,628,7,18294.38,2,4,4,18373.700098684218
271549,22-12-1976,M,4,1,369,4,12758.33,3,3,3,12421.787426829273
268505,22-12-1976,M,7,1,545,3,4227.73,2,2,1,8535.667553763442
273300,24-12-1976,F,3,1,899,2,11682.06,1,1,3,4086.0280243161073
272362,25-12-1976,M,8,3,465,2,2777.97,3,1,1,5046.3047916666665
271787,26-12-1976,M,10,1,551,2,7390.24,2,1,2,4827.6917469879545
268517,27-12-1976,F,4,1,1343,1,2779.07,1,1,1,4086.0280243161073
272520,27-12-1976,M,5,0,455,5,15670.0,3,3,4,12421.787426829273
270257,02-01-1977,F,10,1,401,7,16193.77,3,4,4,18339.582083333327
272771,02-01-1977,F,3,2,601,4,12408.05,2,3,3,12204.505801630432
273223,03-01-1977,M,8,2,386,2,6659.84,3,1,2,5046.3047916666665
268801,04-01-1977,M,7,1,62,1,3787.94,4,1,1,4952.719853801169
267252,04-01-1977,F,10,4,665,6,12826.84,2,4,3,18373.700098684218
273313,04-01-1977,M,10,4,520,4,16020.29,2,3,4,12204.505801630432
269771,05-01-1977,M,6,2,701,3,12129.58,1,2,3,8349.663481675392
272589,07-01-1977,F,8,0,518,8,16360.63,2,4,4,18373.700098684218
267322,10-01-1977,M,10,5,398,6,15330.77,3,4,4,18339.582083333327
268513,11-01-1977,M,10,5,588,5,4014.47,2,3,1,12204.505801630432
270664,11-01-1977,M,4,0,773,3,9314.05,1,2,2,8349.663481675392
273877,12-01-1977,M,5,1,245,2,643.11,4,1,1,4952.719853801169
269893,13-01-1977,F,4,2,645,2,4768.07,2,1,1,4827.6917469879545
270100,15-01-1977,M,9,2,433,3,7672.01,3,2,2,8562.528684210523
271617,19-01-1977,M,3,4,500,4,15620.28,2,3,4,12204.505801630432
268369,20-01-1977,M,3,3,385,6,14287.65,3,4,3,18339.582083333327
267740,21-01-1977,M,2,2,308,8,13135.14,4,4,3,19173.63854545453
270935,25-01-1977,M,6,1,368,8,19320.92,3,4,4,18339.582083333327
267924,26-01-1977,F,1,5,371,5,5676.39,3,3,2,12421.787426829273
272622,27-01-1977,F,4,5,368,6,15113.08,3,4,3,18339.582083333327
269939,27-01-1977,M,10,1,1164,2,1672.97,1,1,1,4086.0280243161073
267633,29-01-1977,M,6,1,866,2,4442.1,1,1,1,4086.0280243161073
273091,03-02-1977,M,6,2,688,5,10480.92,1,3,3,11626.62583333333
269913,03-02-1977,F,2,1,457,5,14239.03,3,3,3,12421.787426829273
268763,09-02-1977,M,1,1,523,3,5054.27,2,2,1,8535.667553763442
266903,10-02-1977,M,10,1,525,2,8539.44,2,1,2,4827.6917469879545
271694,12-02-1977,F,10,0,123,6,13866.65,4,4,3,19173.63854545453
269912,18-02-1977,M,2,1,1021,2,7033.32,1,1,2,4086.0280243161073
274787,20-02-1977,M,8,4,473,6,27721.13,3,4,4,18339.582083333327
270274,20-02-1977,M,7,5,413,2,8726.18,3,1,2,5046.3047916666665
266956,23-02-1977,M,7,5,485,2,6428.89,2,1,2,4827.6917469879545
272075,23-02-1977,M,7,1,610,5,7414.55,2,3,2,12204.505801630432
271968,05-03-1977,M,10,2,602,3,7331.68,2,2,2,8535.667553763442
272569,07-03-1977,M,4,0,589,2,4604.53,2,1,1,4827.6917469879545
275252,09-03-1977,M,6,3,344,12,42114.86,4,4,4,19173.63854545453
267339,10-03-1977,F,9,1,419,2,4391.27,3,1,1,5046.3047916666665
274383,10-03-1977,M,8,5,590,2,4102.86,2,1,1,4827.6917469879545
275031,11-03-1977,M,1,1,767,6,24295.63,1,4,4,18241.637869565224
272201,13-03-1977,F,3,2,342,3,10351.64,4,2,3,8625.839160714288
272019,14-03-1977,M,2,3,323,4,12012.45,4,3,3,12006.586156914895
267814,17-03-1977,F,7,1,579,5,14788.21,2,3,3,12204.505801630432
272860,17-03-1977,F,4,5,810,3,5560.36,1,2,1,8349.663481675392
274876,21-03-1977,F,1,5,624,6,8866.52,2,4,2,18373.700098684218
274812,21-03-1977,M,10,1,524,2,6616.74,2,1,2,4827.6917469879545
272853,21-03-1977,F,3,1,451,2,8129.49,3,1,2,5046.3047916666665
268221,22-03-1977,M,3,5,405,3,8349.38,3,2,2,8562.528684210523
273153,22-03-1977,F,2,1,897,2,8601.32,1,1,2,4086.0280243161073
267595,23-03-1977,F,7,4,448,6,15176.07,3,4,3,18339.582083333327
269547,25-03-1977,F,4,5,699,6,10887.57,1,4,3,18241.637869565224
268054,26-03-1977,M,8,1,313,4,10284.24,4,2,3,8625.839160714288
272794,27-03-1977,F,6,2,184,7,13763.88,4,4,3,19173.63854545453
274436,29-03-1977,M,5,2,988,2,5750.42,1,1,2,4086.0280243161073
271295,29-03-1977,M,9,2,871,1,878.48,1,1,1,4086.0280243161073
271099,01-04-1977,F,9,2,388,3,7610.14,3,2,2,8562.528684210523
268442,03-04-1977,M,4,0,451,5,23758.6,3,3,4,12421.787426829273
273850,03-04-1977,M,5,1,836,6,9668.75,1,4,2,18241.637869565224
268440,07-04-1977,M,1,1,1427,1,1319.37,1,1,1,4086.0280243161073
267938,08-04-1977,F,2,0,63,6,14525.23,4,4,3,19173.63854545453
268525,08-04-1977,F,1,1,349,2,3100.63,4,1,1,4952.719853801169
268189,09-04-1977,M,7,5,513,1,5348.2,2,1,1,4827.6917469879545
270733,10-04-1977,F,10,2,463,7,11805.82,3,4,3,18339.582083333327
272339,11-04-1977,F,1,3,340,7,23585.12,4,4,4,19173.63854545453
267753,11-04-1977,F,5,1,314,5,8590.27,4,3,2,12006.586156914895
271964,12-04-1977,F,2,0,453,4,17481.1,3,3,4,12421.787426829273
272189,13-04-1977,M,9,0,459,5,13011.38,3,3,3,12421.787426829273
274590,13-04-1977,F,2,2,429,5,7496.32,3,3,2,12421.787426829273
271496,17-04-1977,M,5,0,419,5,17888.85,3,3,4,12421.787426829273
268874,18-04-1977,M,5,5,358,10,28680.28,4,4,4,19173.63854545453
274569,19-04-1977,F,1,5,319,7,13517.46,4,4,3,19173.63854545453
270957,20-04-1977,M,3,1,534,2,2182.38,2,1,1,4827.6917469879545
269894,27-04-1977,F,10,1,124,3,11447.8,4,2,3,8625.839160714288
274881,27-04-1977,M,1,2,698,3,4292.93,1,2,1,8349.663481675392
268894,27-04-1977,M,4,5,336,3,5795.73,4,2,2,8625.839160714288
267734,28-04-1977,F,4,0,335,9,19979.51,4,4,4,19173.63854545453
273076,28-04-1977,F,5,1,435,3,10864.36,3,2,3,8562.528684210523
266888,29-04-1977,M,3,1,370,4,10763.81,3,2,3,8562.528684210523
269930,29-04-1977,M,10,0,688,3,5362.57,1,2,1,8349.663481675392
271634,01-05-1977,F,3,1,497,3,5206.76,2,2,1,8535.667553763442
267075,03-05-1977,M,10,5,314,6,15942.94,4,4,4,19173.63854545453
269175,06-05-1977,F,2,1,483,6,13200.33,2,4,3,18373.700098684218
272103,14-05-1977,F,4,3,315,3,2871.9,4,2,1,8625.839160714288
267464,16-05-1977,F,3,5,276,7,7453.23,4,4,2,19173.63854545453
275179,16-05-1977,M,7,1,538,4,11867.7,2,3,3,12204.505801630432
274900,17-05-1977,M,9,2,444,7,10577.06,3,4,3,18339.582083333327
271495,17-05-1977,M,7,1,1137,1,890.63,1,1,1,4086.0280243161073
268625,18-05-1977,F,1,2,395,2,8506.29,3,1,2,5046.3047916666665
273608,19-05-1977,M,4,5,447,4,8159.32,3,3,2,12421.787426829273
273909,20-05-1977,M,2,3,733,6,20243.6,1,4,4,18241.637869565224
267189,23-05-1977,M,1,5,368,5,6144.91,3,3,2,12421.787426829273
274500,23-05-1977,F,9,5,687,4,13482.1,1,3,3,11626.62583333333
272539,23-05-1977,F,7,1,1311,1,207.74,1,1,1,4086.0280243161073
273586,26-05-1977,M,1,0,471,8,17083.3,3,4,4,18339.582083333327
274481,26-05-1977,M,4,2,347,10,32263.79,4,4,4,19173.63854545453
272587,26-05-1977,F,2,4,1096,5,5047.64,1,3,1,11626.62583333333
269787,27-05-1977,M,4,1,184,2,6879.73,4,1,2,4952.719853801169
269589,27-05-1977,M,1,1,657,3,2550.34,2,2,1,8535.667553763442
274673,27-05-1977,F,10,2,582,8,20988.37,2,4,4,18373.700098684218
271769,28-05-1977,F,1,0,311,6,17639.12,4,4,4,19173.63854545453
274968,28-05-1977,M,10,5,538,2,1086.21,2,1,1,4827.6917469879545
273231,01-06-1977,M,7,2,445,7,11904.17,3,4,3,18339.582083333327
271218,06-06-1977,F,4,1,435,2,5976.95,3,1,2,5046.3047916666665
273683,09-06-1977,F,10,2,442,5,20502.17,3,3,4,12421.787426829273
269253,12-06-1977,M,2,4,425,8,16314.22,3,4,4,18339.582083333327
267643,12-06-1977,M,3,4,353,5,19949.67,4,3,4,12006.586156914895
271707,13-06-1977,M,3,1,396,4,4178.01,3,3,1,12421.787426829273
271936,13-06-1977,F,7,3,729,5,16531.9,1,3,4,11626.62583333333
273879,14-06-1977,F,6,5,336,4,5073.05,4,3,1,12006.586156914895
273717,15-06-1977,F,2,0,405,2,6544.91,3,1,2,5046.3047916666665
267244,16-06-1977,M,2,3,743,4,5160.35,1,2,1,8349.663481675392
273113,16-06-1977,M,3,3,746,5,7826.72,1,3,2,11626.62583333333
